
CAH level 1,Level of qualification,Mode of study,Country of HE provider,Sex,Academic Year,Number
01 Medicine and dentistry,Postgraduate (taught),Part-time,Wales,Total,2020/21,215
01 Medicine and dentistry,All postgraduate,All,All,Female,2019/20,5235
01 Medicine and dentistry,All postgraduate,All,All,Male,2019/20,3145
01 Medicine and dentistry,All postgraduate,All,All,Other,2019/20,25
01 Medicine and dentistry,All postgraduate,All,All,Total,2019/20,8405
01 Medicine and dentistry,All postgraduate,All,All,Female,2020/21,5420
01 Medicine and dentistry,All postgraduate,All,All,Male,2020/21,3120
01 Medicine and dentistry,All postgraduate,All,All,Other,2020/21,30
01 Medicine and dentistry,All postgraduate,All,All,Total,2020/21,8575
01 Medicine and dentistry,All postgraduate,Full-time,All,Female,2019/20,3340
01 Medicine and dentistry,All postgraduate,Full-time,All,Male,2019/20,1865
01 Medicine and dentistry,All postgraduate,Full-time,All,Other,2019/20,15
01 Medicine and dentistry,All postgraduate,Full-time,All,Total,2019/20,5225
01 Medicine and dentistry,All postgraduate,Full-time,All,Female,2020/21,3225
01 Medicine and dentistry,All postgraduate,Full-time,All,Male,2020/21,1640
01 Medicine and dentistry,All postgraduate,Full-time,All,Other,2020/21,15
01 Medicine and dentistry,All postgraduate,Full-time,All,Total,2020/21,4880
01 Medicine and dentistry,All postgraduate,Part-time,All,Female,2019/20,1895
01 Medicine and dentistry,All postgraduate,Part-time,All,Male,2019/20,1280
01 Medicine and dentistry,All postgraduate,Part-time,All,Other,2019/20,10
01 Medicine and dentistry,All postgraduate,Part-time,All,Total,2019/20,3180
01 Medicine and dentistry,All postgraduate,Part-time,All,Female,2020/21,2195
01 Medicine and dentistry,All postgraduate,Part-time,All,Male,2020/21,1480
01 Medicine and dentistry,All postgraduate,Part-time,All,Other,2020/21,20
01 Medicine and dentistry,All postgraduate,Part-time,All,Total,2020/21,3695
01 Medicine and dentistry,All postgraduate,All,England,Female,2019/20,4455
01 Medicine and dentistry,All postgraduate,All,England,Male,2019/20,2650
01 Medicine and dentistry,All postgraduate,All,England,Other,2019/20,20
01 Medicine and dentistry,All postgraduate,All,England,Total,2019/20,7125
01 Medicine and dentistry,All postgraduate,All,England,Female,2020/21,4560
01 Medicine and dentistry,All postgraduate,All,England,Male,2020/21,2595
01 Medicine and dentistry,All postgraduate,All,England,Other,2020/21,25
01 Medicine and dentistry,All postgraduate,All,England,Total,2020/21,7180
01 Medicine and dentistry,All postgraduate,Full-time,England,Female,2019/20,2835
01 Medicine and dentistry,All postgraduate,Full-time,England,Male,2019/20,1530
01 Medicine and dentistry,All postgraduate,Full-time,England,Other,2019/20,10
01 Medicine and dentistry,All postgraduate,Full-time,England,Total,2019/20,4380
01 Medicine and dentistry,All postgraduate,Full-time,England,Female,2020/21,2815
01 Medicine and dentistry,All postgraduate,Full-time,England,Male,2020/21,1400
01 Medicine and dentistry,All postgraduate,Full-time,England,Other,2020/21,15
01 Medicine and dentistry,All postgraduate,Full-time,England,Total,2020/21,4230
01 Medicine and dentistry,All postgraduate,Part-time,England,Female,2019/20,1625
01 Medicine and dentistry,All postgraduate,Part-time,England,Male,2019/20,1115
01 Medicine and dentistry,All postgraduate,Part-time,England,Other,2019/20,10
01 Medicine and dentistry,All postgraduate,Part-time,England,Total,2019/20,2750
01 Medicine and dentistry,All postgraduate,Part-time,England,Female,2020/21,1745
01 Medicine and dentistry,All postgraduate,Part-time,England,Male,2020/21,1195
01 Medicine and dentistry,All postgraduate,Part-time,England,Other,2020/21,15
01 Medicine and dentistry,All postgraduate,Part-time,England,Total,2020/21,2950
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Female,2019/20,105
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Male,2019/20,70
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Total,2019/20,170
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Female,2020/21,125
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Male,2020/21,65
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,All,Northern Ireland,Total,2020/21,190
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Female,2019/20,75
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Male,2019/20,45
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Total,2019/20,120
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Female,2020/21,100
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Male,2020/21,55
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,Full-time,Northern Ireland,Total,2020/21,155
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Female,2019/20,30
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Male,2019/20,20
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Total,2019/20,50
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Female,2020/21,25
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Male,2020/21,10
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,Part-time,Northern Ireland,Total,2020/21,35
01 Medicine and dentistry,All postgraduate,All,Scotland,Female,2019/20,440
01 Medicine and dentistry,All postgraduate,All,Scotland,Male,2019/20,280
01 Medicine and dentistry,All postgraduate,All,Scotland,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,All,Scotland,Total,2019/20,720
01 Medicine and dentistry,All postgraduate,All,Scotland,Female,2020/21,460
01 Medicine and dentistry,All postgraduate,All,Scotland,Male,2020/21,315
01 Medicine and dentistry,All postgraduate,All,Scotland,Other,2020/21,5
01 Medicine and dentistry,All postgraduate,All,Scotland,Total,2020/21,780
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Female,2019/20,320
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Male,2019/20,205
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Total,2019/20,525
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Female,2020/21,190
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Male,2020/21,120
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,Full-time,Scotland,Total,2020/21,310
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Female,2019/20,120
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Male,2019/20,80
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Total,2019/20,200
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Female,2020/21,270
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Male,2020/21,195
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Other,2020/21,5
01 Medicine and dentistry,All postgraduate,Part-time,Scotland,Total,2020/21,475
01 Medicine and dentistry,All postgraduate,All,Wales,Female,2019/20,235
01 Medicine and dentistry,All postgraduate,All,Wales,Male,2019/20,150
01 Medicine and dentistry,All postgraduate,All,Wales,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,All,Wales,Total,2019/20,385
01 Medicine and dentistry,All postgraduate,All,Wales,Female,2020/21,275
01 Medicine and dentistry,All postgraduate,All,Wales,Male,2020/21,145
01 Medicine and dentistry,All postgraduate,All,Wales,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,All,Wales,Total,2020/21,420
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Female,2019/20,115
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Male,2019/20,85
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Total,2019/20,200
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Female,2020/21,120
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Male,2020/21,65
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,Full-time,Wales,Total,2020/21,185
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Female,2019/20,120
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Male,2019/20,65
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Other,2019/20,0
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Total,2019/20,185
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Female,2020/21,155
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Male,2020/21,80
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Other,2020/21,0
01 Medicine and dentistry,All postgraduate,Part-time,Wales,Total,2020/21,235
01 Medicine and dentistry,First degree,All,All,Female,2019/20,6170
01 Medicine and dentistry,First degree,All,All,Male,2019/20,4260
01 Medicine and dentistry,First degree,All,All,Other,2019/20,10
01 Medicine and dentistry,First degree,All,All,Total,2019/20,10435
01 Medicine and dentistry,First degree,All,All,Female,2020/21,6165
01 Medicine and dentistry,First degree,All,All,Male,2020/21,4215
01 Medicine and dentistry,First degree,All,All,Other,2020/21,10
01 Medicine and dentistry,First degree,All,All,Total,2020/21,10385
01 Medicine and dentistry,First degree,Full-time,All,Female,2019/20,6135
01 Medicine and dentistry,First degree,Full-time,All,Male,2019/20,4250
01 Medicine and dentistry,First degree,Full-time,All,Other,2019/20,10
01 Medicine and dentistry,First degree,Full-time,All,Total,2019/20,10390
01 Medicine and dentistry,First degree,Full-time,All,Female,2020/21,6150
01 Medicine and dentistry,First degree,Full-time,All,Male,2020/21,4210
01 Medicine and dentistry,First degree,Full-time,All,Other,2020/21,10
01 Medicine and dentistry,First degree,Full-time,All,Total,2020/21,10370
01 Medicine and dentistry,First degree,Part-time,All,Female,2019/20,35
01 Medicine and dentistry,First degree,Part-time,All,Male,2019/20,10
01 Medicine and dentistry,First degree,Part-time,All,Other,2019/20,0
01 Medicine and dentistry,First degree,Part-time,All,Total,2019/20,45
01 Medicine and dentistry,First degree,Part-time,All,Female,2020/21,15
01 Medicine and dentistry,First degree,Part-time,All,Male,2020/21,5
01 Medicine and dentistry,First degree,Part-time,All,Other,2020/21,0
01 Medicine and dentistry,First degree,Part-time,All,Total,2020/21,20
01 Medicine and dentistry,First degree,All,England,Female,2019/20,4715
01 Medicine and dentistry,First degree,All,England,Male,2019/20,3395
01 Medicine and dentistry,First degree,All,England,Other,2019/20,5
01 Medicine and dentistry,First degree,All,England,Total,2019/20,8115
01 Medicine and dentistry,First degree,All,England,Female,2020/21,4780
01 Medicine and dentistry,First degree,All,England,Male,2020/21,3390
01 Medicine and dentistry,First degree,All,England,Other,2020/21,10
01 Medicine and dentistry,First degree,All,England,Total,2020/21,8175
01 Medicine and dentistry,First degree,Full-time,England,Female,2019/20,4685
01 Medicine and dentistry,First degree,Full-time,England,Male,2019/20,3390
01 Medicine and dentistry,First degree,Full-time,England,Other,2019/20,5
01 Medicine and dentistry,First degree,Full-time,England,Total,2019/20,8080
01 Medicine and dentistry,First degree,Full-time,England,Female,2020/21,4770
01 Medicine and dentistry,First degree,Full-time,England,Male,2020/21,3385
01 Medicine and dentistry,First degree,Full-time,England,Other,2020/21,10
01 Medicine and dentistry,First degree,Full-time,England,Total,2020/21,8165
01 Medicine and dentistry,First degree,Part-time,England,Female,2019/20,35
01 Medicine and dentistry,First degree,Part-time,England,Male,2019/20,5
01 Medicine and dentistry,First degree,Part-time,England,Other,2019/20,0
01 Medicine and dentistry,First degree,Part-time,England,Total,2019/20,35
01 Medicine and dentistry,First degree,Part-time,England,Female,2020/21,10
01 Medicine and dentistry,First degree,Part-time,England,Male,2020/21,5
01 Medicine and dentistry,First degree,Part-time,England,Other,2020/21,0
01 Medicine and dentistry,First degree,Part-time,England,Total,2020/21,10
01 Medicine and dentistry,First degree,All,Northern Ireland,Female,2019/20,195
01 Medicine and dentistry,First degree,All,Northern Ireland,Male,2019/20,120
01 Medicine and dentistry,First degree,All,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,First degree,All,Northern Ireland,Total,2019/20,315
01 Medicine and dentistry,First degree,All,Northern Ireland,Female,2020/21,215
01 Medicine and dentistry,First degree,All,Northern Ireland,Male,2020/21,135
01 Medicine and dentistry,First degree,All,Northern Ireland,Other,2020/21,0
01 Medicine and dentistry,First degree,All,Northern Ireland,Total,2020/21,350
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Female,2019/20,195
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Male,2019/20,115
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Total,2019/20,310
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Female,2020/21,215
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Male,2020/21,130
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Other,2020/21,0
01 Medicine and dentistry,First degree,Full-time,Northern Ireland,Total,2020/21,350
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Female,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Male,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Total,2019/20,5
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Female,2020/21,0
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Male,2020/21,0
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Other,2020/21,0
01 Medicine and dentistry,First degree,Part-time,Northern Ireland,Total,2020/21,0
01 Medicine and dentistry,First degree,All,Scotland,Female,2019/20,880
01 Medicine and dentistry,First degree,All,Scotland,Male,2019/20,550
01 Medicine and dentistry,First degree,All,Scotland,Other,2019/20,5
01 Medicine and dentistry,First degree,All,Scotland,Total,2019/20,1435
01 Medicine and dentistry,First degree,All,Scotland,Female,2020/21,820
01 Medicine and dentistry,First degree,All,Scotland,Male,2020/21,500
01 Medicine and dentistry,First degree,All,Scotland,Other,2020/21,0
01 Medicine and dentistry,First degree,All,Scotland,Total,2020/21,1320
01 Medicine and dentistry,First degree,Full-time,Scotland,Female,2019/20,880
01 Medicine and dentistry,First degree,Full-time,Scotland,Male,2019/20,550
01 Medicine and dentistry,First degree,Full-time,Scotland,Other,2019/20,5
01 Medicine and dentistry,First degree,Full-time,Scotland,Total,2019/20,1435
01 Medicine and dentistry,First degree,Full-time,Scotland,Female,2020/21,820
01 Medicine and dentistry,First degree,Full-time,Scotland,Male,2020/21,500
01 Medicine and dentistry,First degree,Full-time,Scotland,Other,2020/21,0
01 Medicine and dentistry,First degree,Full-time,Scotland,Total,2020/21,1315
01 Medicine and dentistry,First degree,Part-time,Scotland,Female,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Male,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Other,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Total,2019/20,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Female,2020/21,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Male,2020/21,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Other,2020/21,0
01 Medicine and dentistry,First degree,Part-time,Scotland,Total,2020/21,5
01 Medicine and dentistry,First degree,All,Wales,Female,2019/20,380
01 Medicine and dentistry,First degree,All,Wales,Male,2019/20,195
01 Medicine and dentistry,First degree,All,Wales,Other,2019/20,0
01 Medicine and dentistry,First degree,All,Wales,Total,2019/20,575
01 Medicine and dentistry,First degree,All,Wales,Female,2020/21,350
01 Medicine and dentistry,First degree,All,Wales,Male,2020/21,195
01 Medicine and dentistry,First degree,All,Wales,Other,2020/21,0
01 Medicine and dentistry,First degree,All,Wales,Total,2020/21,545
01 Medicine and dentistry,First degree,Full-time,Wales,Female,2019/20,375
01 Medicine and dentistry,First degree,Full-time,Wales,Male,2019/20,195
01 Medicine and dentistry,First degree,Full-time,Wales,Other,2019/20,0
